leaf_id	common_name	Phylum	Class	Order	Family	Genus	Family_AKA	Sequencing-approach	num_seqs	sum_contig_len	min_contig_len	avg_contig_len	max_contig_len	num_prot_seqs	GC	Source	Source-Detail
KSW-cf.coassembly.k141.2145408.fa																	
KSW-cf.coassembly.k141.3235207.fa																	
KSW-cf.coassembly.k141.2570716.fa																	
GVMAG-S-3300010158-141.fltr.fna	GVMAG-S-3300010158-141	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_01	g337	-	cultivation-independent	11	279292	10667	25390.2	50360	296	28.82	Freshwater	Freshwater
GVMAG-M-3300023179-153.fltr.fna	GVMAG-M-3300023179-153	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_01	g337	-	cultivation-independent	12	285546	10477	23795.5	62434	296	27.94	Freshwater	Freshwater
GVMAG-M-3300023184-3.fltr.fna	GVMAG-M-3300023184-3	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_01	g337	-	cultivation-independent	17	387421	10619	22789.5	51124	445	31.87	Freshwater	Freshwater
GVMAG-M-3300027892-21.fltr.fna	GVMAG-M-3300027892-21	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_01	g337	-	cultivation-independent	7	146319	11919	20902.7	42854	163	32.34	Freshwater	Freshwater
GVMAG-S-3300004128-22.fltr.fna	GVMAG-S-3300004128-22	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_01	g337	-	cultivation-independent	11	221866	10297	20169.6	43500	262	32.12	Freshwater	Freshwater
GVMAG-M-3300023184-167.fltr.fna	GVMAG-M-3300023184-167	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_01	g337	-	cultivation-independent	4	377049	51376	94262.3	200961	444	29.8	Freshwater	Freshwater
GVMAG-M-3300023184-181.fltr.fna	GVMAG-M-3300023184-181	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_01	g337	-	cultivation-independent	9	300380	10749	33375.6	124255	352	30.05	Freshwater	Freshwater
GVMAG-S-1101162-73.fltr.fna	GVMAG-S-1101162-73	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_01	g336	-	cultivation-independent	8	418188	13135	52273.5	124399	427	31.66	Freshwater	Freshwater
GVMAG-S-3300000177-8.fltr.fna	GVMAG-S-3300000177-8	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_01	g336	-	cultivation-independent	16	399018	10417	24938.6	44593	388	30.97	Freshwater	Freshwater
GVMAG-M-3300020165-47.fltr.fna	GVMAG-M-3300020165-47	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_01	g336	-	cultivation-independent	13	432797	10603	33292.1	71152	459	27.07	Marine	Marine
GVMAG-S-ERX556106-38.fltr.fna	GVMAG-S-ERX556106-38	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_01	g336	-	cultivation-independent	5	447201	43830	89440.2	188797	411	35.17	Marine	Marine
GVMAG-M-3300024252-29.fltr.fna	GVMAG-M-3300024252-29	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_01	g336	-	cultivation-independent	3	418733	100844	139577.7	190857	394	32.12	Marine	Marine
GVMAG-S-3300000929-49.fltr.fna	GVMAG-S-3300000929-49	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_01	g336	-	cultivation-independent	14	273002	11732	19500.1	37746	249	36.71	Marine	Marine
GVMAG-S-1039716-42.fltr.fna	GVMAG-S-1039716-42	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_01	g336	-	cultivation-independent	16	393698	10852	24606.1	48006	398	44.32	Marine	Marine
GVMAG-S-1016722-115.fltr.fna	GVMAG-S-1016722-115	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_01	g336	-	cultivation-independent	10	422533	11038	42253.3	86259	383	39.05	Marine	Marine
GVMAG-M-3300020165-3.fltr.fna	GVMAG-M-3300020165-3	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_01	g336	-	cultivation-independent	10	262644	12044	26264.4	43610	243	40.51	Marine	Marine
GVMAG-S-1035082-40.fltr.fna	GVMAG-S-1035082-40	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_01	g336	-	cultivation-independent	13	209173	10190	16090.2	29531	248	33.1	Freshwater	Freshwater
GVMAG-M-3300023174-166.fltr.fna	GVMAG-M-3300023174-166	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_01	g336	-	cultivation-independent	9	381046	12474	42338.4	114796	378	41	Freshwater	Freshwater
GVMAG-M-3300023179-114.fltr.fna	GVMAG-M-3300023179-114	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_01	g336	-	cultivation-independent	10	540229	14733	54022.9	134043	548	31	Freshwater	Freshwater
GVMAG-M-3300022752-94.fltr.fna	GVMAG-M-3300022752-94	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_01	g336	-	cultivation-independent	7	338705	17686	48386.4	93371	332	47.62	Freshwater	Freshwater
KSW-cf.coassembly.k141.907192.fa																	
GVMAG-M-3300025767-17.fltr.fna	GVMAG-M-3300025767-17	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_01	g338	-	cultivation-independent	10	265223	12005	26522.3	61019	288	27.66	Marine	Marine
GVMAG-M-3300023184-159.fltr.fna	GVMAG-M-3300023184-159	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_01	g336	-	cultivation-independent	5	541517	13774	108303.4	291539	504	29.57	Freshwater	Freshwater
GVMAG-M-3300023184-180.fltr.fna	GVMAG-M-3300023184-180	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_01	g336	-	cultivation-independent	6	459687	43390	76614.5	133831	441	31.82	Freshwater	Freshwater
GVMAG-S-1101169-93.fltr.fna	GVMAG-S-1101169-93	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_01	g336	-	cultivation-independent	13	515491	13761	39653.2	95460	486	34.68	Freshwater	Freshwater
GVMAG-M-3300023184-12.fltr.fna	GVMAG-M-3300023184-12	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_01	g336	-	cultivation-independent	15	424478	13799	28298.5	90846	398	31.69	Freshwater	Freshwater
GVMAG-M-3300024277-1.fltr.fna	GVMAG-M-3300024277-1	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_01	g336	-	cultivation-independent	17	376663	10152	22156.6	47125	372	27.21	Freshwater	Freshwater
GVMAG-M-3300023184-51.fltr.fna	GVMAG-M-3300023184-51	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_01	g336	-	cultivation-independent	15	575670	10093	38378	93378	555	31.81	Freshwater	Freshwater
GVMAG-M-3300024301-20.fltr.fna	GVMAG-M-3300024301-20	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_01	g336	-	cultivation-independent	9	488956	12688	54328.4	111451	449	27.82	Marine	Marine
GVMAG-S-3300013132-210.fltr.fna	GVMAG-S-3300013132-210	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_01	g336	-	cultivation-independent	18	415221	10717	23067.8	50825	408	20.95	Freshwater	Freshwater
GVMAG-M-3300004240-17.fltr.fna	GVMAG-M-3300004240-17	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_01	g336	-	cultivation-independent	20	410655	10150	20532.8	55285	438	27.54	Freshwater	Freshwater
GVMAG-S-3300005645-37.fltr.fna	GVMAG-S-3300005645-37	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_01	g336	-	cultivation-independent	16	275763	10504	17235.2	34099	286	25	Hypersaline_lake_water	Non-marine Saline and Alkaline
SRX331950.15.dc.fltr.fna	SRX331950.15.dc	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_01	g336	-	cultivation-independent	24	419718	10087	17488.3	26681	414	26.58	Freshwater	Freshwater
GVMAG-M-3300023179-18.fltr.fna	GVMAG-M-3300023179-18	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_01	g336	-	cultivation-independent	14	283159	10256	20225.6	50314	281	26.71	Freshwater	Freshwater
GVMAG-M-3300027746-47.fltr.fna	GVMAG-M-3300027746-47	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_01	g336	-	cultivation-independent	11	333220	10025	30292.7	64067	344	26.8	Freshwater	Freshwater
SRX331950.43.dc.fltr.fna	SRX331950.43.dc	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_01	g336	-	cultivation-independent	13	435155	12346	33473.5	59972	420	24.88	Freshwater	Freshwater
GVMAG-S-3300013014-104.fltr.fna	GVMAG-S-3300013014-104	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_01	g336	-	cultivation-independent	9	529006	30544	58778.4	145134	548	24.64	Freshwater	Freshwater
GVMAG-M-3300023184-150.fltr.fna	GVMAG-M-3300023184-150	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_01	g336	-	cultivation-independent	17	425800	10125	25047.1	71070	450	33.55	Freshwater	Freshwater
GVMAG-M-3300009163-62.fltr.fna	GVMAG-M-3300009163-62	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_01	g336	-	cultivation-independent	19	537209	12361	28274.2	70720	533	27.4	Freshwater	Freshwater
GVMAG-M-3300009161-30.fltr.fna	GVMAG-M-3300009161-30	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_01	g336	-	cultivation-independent	10	465705	11270	46570.5	106023	427	31.64	Freshwater	Freshwater
GVMAG-M-3300023184-178.fltr.fna	GVMAG-M-3300023184-178	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_01	g336	-	cultivation-independent	9	415968	10338	46218.7	176303	413	31.69	Freshwater	Freshwater
GVMAG-M-3300010334-24.fltr.fna	GVMAG-M-3300010334-24	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_01	g336	-	cultivation-independent	17	522921	11369	30760.1	97304	550	34.13	Freshwater	Freshwater
GVMAG-M-3300005662-62.fltr.fna	GVMAG-M-3300005662-62	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_01	g336	-	cultivation-independent	14	383798	10041	27414.1	46666	366	29.57	Freshwater	Freshwater
GVMAG-M-3300019093-7.fltr.fna	GVMAG-M-3300019093-7	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_01	g336	-	cultivation-independent	9	378645	13685	42071.7	78492	392	29.96	Freshwater	Freshwater
GVMAG-M-3300027746-18.fltr.fna	GVMAG-M-3300027746-18	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_01	g336	-	cultivation-independent	11	269919	10119	24538.1	60544	271	29.89	Freshwater	Freshwater
GVMAG-M-3300023174-144.fltr.fna	GVMAG-M-3300023174-144	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_01	g336	-	cultivation-independent	13	520104	10149	40008	83883	521	30.39	Freshwater	Freshwater
GVMAG-M-3300023179-86.fltr.fna	GVMAG-M-3300023179-86	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_01	g336	-	cultivation-independent	4	547873	10539	136968.3	265638	551	30.14	Freshwater	Freshwater
GVMAG-M-3300022752-39.fltr.fna	GVMAG-M-3300022752-39	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_01	g336	-	cultivation-independent	4	400182	25161	100045.5	197092	389	30.85	Freshwater	Freshwater
GVMAG-M-3300009161-41.fltr.fna	GVMAG-M-3300009161-41	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_01	g336	-	cultivation-independent	15	347860	10856	23190.7	64734	344	31.13	Freshwater	Freshwater
GVMAG-M-3300010158-59.fltr.fna	GVMAG-M-3300010158-59	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_01	g336	-	cultivation-independent	5	517518	18682	103503.6	201739	550	30.7	Freshwater	Freshwater
GVMAG-M-3300027770-73.fltr.fna	GVMAG-M-3300027770-73	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_01	g336	-	cultivation-independent	3	485911	65874	161970.3	215861	524	32.05	Freshwater	Freshwater
GVMAG-S-3300013094-109.fltr.fna	GVMAG-S-3300013094-109	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_01	g336	-	cultivation-independent	3	455817	62874	151939	221004	453	28.39	Freshwater	Freshwater
GVMAG-M-3300009182-49.fltr.fna	GVMAG-M-3300009182-49	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_01	g336	-	cultivation-independent	23	427074	10065	18568.4	61194	429	32.19	Freshwater	Freshwater
GVMAG-S-1101165-81.fltr.fna	GVMAG-S-1101165-81	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_01	g336	-	cultivation-independent	13	515324	11728	39640.3	104871	512	32.87	Freshwater	Freshwater
GVMAG-S-404869-41.fltr.fna	GVMAG-S-404869-41	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_01	g336	-	cultivation-independent	9	521935	18053	57992.8	150054	508	25.81	Freshwater	Freshwater
GVMAG-M-3300023179-91.fltr.fna	GVMAG-M-3300023179-91	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_01	g336	-	cultivation-independent	5	419824	11561	83964.8	168018	423	32.79	Freshwater	Freshwater
GVMAG-M-3300018868-12.fltr.fna	GVMAG-M-3300018868-12	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_01	g336	-	cultivation-independent	13	342360	10666	26335.4	89934	325	34.31	Freshwater	Freshwater
GVMAG-M-3300009182-53.fltr.fna	GVMAG-M-3300009182-53	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_01	g336	-	cultivation-independent	18	453097	10768	25172.1	55043	442	32.33	Freshwater	Freshwater
GVMAG-S-1101162-85.fltr.fna	GVMAG-S-1101162-85	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_01	g336	-	cultivation-independent	12	282032	10392	23502.7	59508	259	34.03	Freshwater	Freshwater
GVMAG-M-3300009182-78.fltr.fna	GVMAG-M-3300009182-78	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_01	g336	-	cultivation-independent	6	504117	11877	84019.5	199322	506	30.68	Freshwater	Freshwater
GVMAG-M-3300021079-11.fltr.fna	GVMAG-M-3300021079-11	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_01	g336	-	cultivation-independent	18	437409	10051	24300.5	59967	426	32.43	Freshwater	Freshwater
GVMAG-M-3300023184-165.fltr.fna	GVMAG-M-3300023184-165	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_01	g336	-	cultivation-independent	4	563697	85036	140924.3	163630	546	33.21	Freshwater	Freshwater
GVMAG-M-3300009183-46.fltr.fna	GVMAG-M-3300009183-46	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_01	g336	-	cultivation-independent	21	501498	10551	23880.9	51907	534	32.17	Freshwater	Freshwater
GVMAG-M-3300023174-56.fltr.fna	GVMAG-M-3300023174-56	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_01	g336	-	cultivation-independent	12	464608	11655	38717.3	120020	443	31.49	Freshwater	Freshwater
GVMAG-S-1101181-100.fltr.fna	GVMAG-S-1101181-100	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_01	g336	-	cultivation-independent	12	430919	16672	35909.9	91357	424	34.92	Freshwater	Freshwater
GVMAG-S-1101165-83.fltr.fna	GVMAG-S-1101165-83	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_01	g336	-	cultivation-independent	6	481056	10381	80176	161343	455	33.81	Freshwater	Freshwater
GVMAG-M-3300023174-5.fltr.fna	GVMAG-M-3300023174-5	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_01	g336	-	cultivation-independent	5	400570	13244	80114	187072	402	30.4	Freshwater	Freshwater
GVMAG-M-3300009182-16.fltr.fna	GVMAG-M-3300009182-16	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_01	g336	-	cultivation-independent	13	261170	10505	20090	62446	280	31.08	Freshwater	Freshwater
GVMAG-M-3300009151-44.fltr.fna	GVMAG-M-3300009151-44	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_01	g336	-	cultivation-independent	17	397980	10750	23410.6	48505	390	32.43	Freshwater	Freshwater
SRX802077.162.dc.fltr.fna	SRX802077.162.dc	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_01	g336	-	cultivation-independent	16	405741	15078	25358.8	46072	421	38.1	Marine	Marine
ERX552296.31.dc.fltr.fna	ERX552296.31.dc	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_01	g336	-	cultivation-independent	9	478245	13143	53138.3	124075	495	31.85	Marine	Marine
GVMAG-M-3300006124-6.fltr.fna	GVMAG-M-3300006124-6	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_01	g336	-	cultivation-independent	7	229073	14202	32724.7	72183	253	35.33	Freshwater	Freshwater
GVMAG-M-3300009419-6.fltr.fna	GVMAG-M-3300009419-6	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_01	g336	-	cultivation-independent	14	257514	10063	18393.9	39127	283	35.98	Marine	Deep subsurface
GVMAG-M-3300023184-65.fltr.fna	GVMAG-M-3300023184-65	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_01	g336	-	cultivation-independent	12	471368	11061	39280.7	80927	451	30.15	Freshwater	Freshwater
GVMAG-M-3300009161-63.fltr.fna	GVMAG-M-3300009161-63	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_01	g336	-	cultivation-independent	14	409687	10786	29263.4	51811	407	30.31	Freshwater	Freshwater
GVMAG-M-3300021075-36.fltr.fna	GVMAG-M-3300021075-36	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_01	g336	-	cultivation-independent	11	134802	10163	12254.7	19951	137	35.05	Freshwater	Freshwater
GVMAG-M-3300023174-157.fltr.fna	GVMAG-M-3300023174-157	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_01	g336	-	cultivation-independent	16	381626	10825	23851.6	60851	376	26.88	Freshwater	Freshwater
GVMAG-M-3300023179-116.fltr.fna	GVMAG-M-3300023179-116	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_01	g336	-	cultivation-independent	5	508729	75462	101745.8	139309	498	28.04	Freshwater	Freshwater
GVMAG-M-3300023174-209.fltr.fna	GVMAG-M-3300023174-209	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_01	g336	-	cultivation-independent	17	372494	12194	21911.4	35969	375	28.22	Freshwater	Freshwater
SRX331950.31.dc.fltr.fna	SRX331950.31.dc	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_01	g336	-	cultivation-independent	14	449116	14772	32079.7	71840	426	27.26	Freshwater	Freshwater
GVMAG-M-3300023179-33.fltr.fna	GVMAG-M-3300023179-33	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_01	g336	-	cultivation-independent	8	512656	14747	64082	131754	480	27.62	Freshwater	Freshwater
GVMAG-M-3300023179-67.fltr.fna	GVMAG-M-3300023179-67	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_01	g336	-	cultivation-independent	17	326257	10065	19191.6	47070	343	25.05	Freshwater	Freshwater
GVMAG-M-3300009181-26.fltr.fna	GVMAG-M-3300009181-26	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_01	g336	-	cultivation-independent	12	429989	12565	35832.4	71616	445	33.64	Freshwater	Freshwater
SRX331965.24.dc.fltr.fna	SRX331965.24.dc	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_01	g336	-	cultivation-independent	15	263054	10269	17536.9	43294	283	27.94	Freshwater	Freshwater
GVMAG-M-3300027707-10.fltr.fna	GVMAG-M-3300027707-10	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_01	g336	-	cultivation-independent	11	229182	10259	20834.7	42796	235	27.96	Freshwater	Freshwater
GVMAG-M-3300009684-23.fltr.fna	GVMAG-M-3300009684-23	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_01	g336	-	cultivation-independent	13	491583	10574	37814.1	93302	512	34.78	Freshwater	Freshwater
GVMAG-M-3300023184-86.fltr.fna	GVMAG-M-3300023184-86	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_01	g336	-	cultivation-independent	13	542889	19089	41760.7	68429	542	27.52	Freshwater	Freshwater
GVMAG-M-3300023184-133.fltr.fna	GVMAG-M-3300023184-133	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_01	g336	-	cultivation-independent	18	461264	10239	25625.8	60249	485	28.95	Freshwater	Freshwater
GVMAG-M-3300021340-17.fltr.fna	GVMAG-M-3300021340-17	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_01	g336	-	cultivation-independent	15	267118	10843	17807.9	45240	266	28.8	Freshwater	Freshwater
GVMAG-M-3300009151-82.fltr.fna	GVMAG-M-3300009151-82	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_01	g336	-	cultivation-independent	19	331101	10426	17426.4	38528	326	23.79	Freshwater	Freshwater
GVMAG-M-3300009155-3.fltr.fna	GVMAG-M-3300009155-3	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_01	g336	-	cultivation-independent	14	519857	11646	37132.6	142532	510	25.44	Freshwater	Freshwater
GVMAG-M-3300009164-8.fltr.fna	GVMAG-M-3300009164-8	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_01	g336	-	cultivation-independent	23	502362	10978	21841.8	59884	509	26.39	Freshwater	Freshwater
GVMAG-M-3300027720-8.fltr.fna	GVMAG-M-3300027720-8	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_01	g336	-	cultivation-independent	9	168513	11057	18723.7	34029	185	26.41	Freshwater	Freshwater
GVMAG-M-3300023174-182.fltr.fna	GVMAG-M-3300023174-182	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_01	g336	-	cultivation-independent	12	528176	11669	44014.7	118992	522	27.88	Freshwater	Freshwater
GVMAG-M-3300023174-147.fltr.fna	GVMAG-M-3300023174-147	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_01	g336	-	cultivation-independent	10	335734	17649	33573.4	73678	336	22.94	Freshwater	Freshwater
GVMAG-M-3300023174-187.fltr.fna	GVMAG-M-3300023174-187	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_01	g336	-	cultivation-independent	17	359191	10379	21128.9	43603	363	24.18	Freshwater	Freshwater
KSW-cf.coassembly.k141.2293044.fa																	
GVMAG-M-3300023184-118.fltr.fna	GVMAG-M-3300023184-118	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_01	g336	-	cultivation-independent	14	381440	10758	27245.7	78563	385	31.45	Freshwater	Freshwater
KSW-T63.2.C.NODE.1041.length.29862.cov.595.431107.fa																	
GVMAG-M-3300003395-8.fltr.fna	GVMAG-M-3300003395-8	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_01	g336	-	cultivation-independent	17	349936	10008	20584.5	37258	333	25.89	Freshwater	Freshwater
GVMAG-M-3300009161-60.fltr.fna	GVMAG-M-3300009161-60	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_01	g336	-	cultivation-independent	10	136908	10387	13690.8	21968	133	25.74	Freshwater	Freshwater
GVMAG-M-3300024258-14.fltr.fna	GVMAG-M-3300024258-14	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_01	g336	-	cultivation-independent	7	463318	21694	66188.3	170441	457	26.94	Marine	Marine
KSW-cf.coassembly.k141.3770121.fa																	
KSW-cf.coassembly.k141.461418.fa																	
KSW-cf.coassembly.k141.2436354.fa																	
GVMAG-M-3300024327-2.fltr.fna	GVMAG-M-3300024327-2	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_01	g336	-	cultivation-independent	17	359586	10058	21152.1	56770	398	27.37	Marine	Marine
GVMAG-M-3300027892-73.fltr.fna	GVMAG-M-3300027892-73	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_01	g336	-	cultivation-independent	5	346753	25884	69350.6	91517	372	33	Freshwater	Freshwater
GVMAG-M-3300024261-60.fltr.fna	GVMAG-M-3300024261-60	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_01	g336	-	cultivation-independent	11	338752	10443	30795.6	95130	334	30.82	Marine	Marine
KSW-C0.1.C.NODE.708.length.39455.cov.24.055812.fa																	
KSW-T0.1.C.NODE.545.length.52175.cov.41.806427.fa																	
KSW-C-S3C509.fa																	
KSW-C0.2.C.NODE.3403.length.11485.cov.12.510586.fa																	
KSW-T0.1.C.NODE.4440.length.10881.cov.41.982357.fa																	
KSW-C63.2.C.NODE.4189.length.10262.cov.12.425198.fa																	
KSW-cf.coassembly.k141.3108659.fa																	
GVMAG-M-3300027770-41.fltr.fna	GVMAG-M-3300027770-41	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_01	g336	-	cultivation-independent	14	448007	12396	32000.5	61322	457	33.78	Freshwater	Freshwater
GVMAG-M-3300009155-2.fltr.fna	GVMAG-M-3300009155-2	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_01	g336	-	cultivation-independent	8	506440	16360	63305	181069	509	26.04	Freshwater	Freshwater
GVMAG-M-3300027804-36.fltr.fna	GVMAG-M-3300027804-36	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_01	g336	-	cultivation-independent	5	200843	13063	40168.6	88328	213	30.47	Freshwater	Freshwater
GVMAG-M-3300024312-6.fltr.fna	GVMAG-M-3300024312-6	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_01	g336	-	cultivation-independent	18	495684	11088	27538	62012	515	28.24	Freshwater	Freshwater
GVMAG-M-3300023179-11.fltr.fna	GVMAG-M-3300023179-11	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_01	g336	-	cultivation-independent	9	368387	14963	40931.9	67987	365	26.42	Freshwater	Freshwater
GVMAG-M-3300027892-27.fltr.fna	GVMAG-M-3300027892-27	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_01	g336	-	cultivation-independent	10	267733	13301	26773.3	75923	280	25.78	Freshwater	Freshwater
GVMAG-M-3300023184-72.fltr.fna	GVMAG-M-3300023184-72	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_01	g336	-	cultivation-independent	4	419261	45048	104815.3	206385	414	26.31	Freshwater	Freshwater
GVMAG-M-3300009152-45.fltr.fna	GVMAG-M-3300009152-45	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_01	g336	-	cultivation-independent	22	449591	10501	20436	54186	463	27.3	Freshwater	Freshwater
GVMAG-S-1101181-88.fltr.fna	GVMAG-S-1101181-88	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_01	g336	-	cultivation-independent	7	120131	10027	17161.6	45639	104	27.9	Freshwater	Freshwater
GVMAG-M-3300025783-2.fltr.fna	GVMAG-M-3300025783-2	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_01	g336	-	cultivation-independent	17	385496	13661	22676.2	55437	374	22.49	Freshwater	Freshwater
GVMAG-M-3300023174-1.fltr.fna	GVMAG-M-3300023174-1	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_01	g336	-	cultivation-independent	11	344250	14016	31295.5	82710	339	32.08	Freshwater	Freshwater
SRX474032.22.dc.fltr.fna	SRX474032.22.dc	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_01	g336	-	cultivation-independent	15	469052	13351	31270.1	71394	459	35.37	Freshwater	Freshwater
GVMAG-S-3300013014-88.fltr.fna	GVMAG-S-3300013014-88	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_01	g336	-	cultivation-independent	18	475562	12123	26420.1	76225	491	26.66	Freshwater	Freshwater
GVMAG-S-1101169-102.fltr.fna	GVMAG-S-1101169-102	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_01	g336	-	cultivation-independent	14	392060	10625	28004.3	83085	407	39.77	Freshwater	Freshwater
GVMAG-M-3300002447-3.fltr.fna	GVMAG-M-3300002447-3	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_01	g336	-	cultivation-independent	7	127976	10170	18282.3	38936	134	39.41	Freshwater	Freshwater
GVMAG-M-3300021378-40.fltr.fna	GVMAG-M-3300021378-40	Nucleocytoviricota	Megaviricetes	Imitervirales	IM_01	g336	-	cultivation-independent	13	316632	10611	24356.3	70624	332	32.82	Marine	Marine
