vOTUs	sample
KSD-k141_10085154_full	KSD
KSD-k141_6100673_full	KSD
KSD-k141_6100870_full	KSD
KSD-k141_6898959_full	KSD
KSD-k141_7695636_full	KSD
KSD-k141_21199184_full	KSD
KSD-k141_8492140_full	KSD
KSD-k141_21994069_full	KSD
KSD-k141_15649350_full	KSD
KSD-k141_16420197_full	KSD
KSD-k141_3715729_full	KSD
KSD-k141_11637176_full	KSD
KSD-k141_4477809_full	KSD
KSD-k141_17249973_full	KSD
KSD-k141_16421278_full	KSD
KSD-k141_23584826_full	KSD
KSD-k141_10844665_full	KSD
KSD-k141_18049689_full	KSD
KSD-k141_16421928_full	KSD
KSD-k141_18050098_full	KSD
KSD-k141_14066506_full	KSD
KSD-k141_14066794_full	KSD
KSD-k141_9286406_full	KSD
KSD-k141_11639276_full	KSD
KSD-k141_13238091_full	KSD
KSD-k141_18806051_full	KSD
KSD-k141_18051159_full	KSD
KSD-k141_492060_full	KSD
KSD-k141_7700064_full	KSD
KSD-k141_10846697_full	KSD
KSD-k141_14068200_full	KSD
KSD-k141_21203754_full	KSD
KSD-k141_21998578_full	KSD
KSD-k141_9288442_full	KSD
KSD-k141_18807389_full	KSD
KSD-k141_10091184_full	KSD
KSD-k141_493016_full	KSD
KSD-k141_10847530_full	KSD
KSD-k141_9288666_full	KSD
KSD-k141_2122540_full	KSD
KSD-k141_10848290_full	KSD
KSD-k141_21204938_full	KSD
KSD-k141_23588881_full	KSD
KSD-k141_10092585_full	KSD
KSD-k141_2124338_full	KSD
KSD-k141_14868250_full	KSD
KSD-k141_8499848_full	KSD
KSD-k141_14869062_full	KSD
KSD-k141_14071676_full	KSD
KSD-k141_6907709_full	KSD
KSD-k141_4484589_full	KSD
KSD-k141_18810165_full	KSD
KSD-k141_14869416_full	KSD
KSD-k141_6110087_full	KSD
KSD-k141_3723666_full	KSD
KSD-k141_18810623_full	KSD
KSD-k141_21207301_full	KSD
KSD-k141_8501315_full	KSD
KSD-k141_11644520_full	KSD
KSD-k141_10095269_full	KSD
KSD-k141_496695_full	KSD
KSD-k141_10095433_full	KSD
KSD-k141_2126959_full	KSD
KSD-k141_2922925_full	KSD
KSD-k141_16428904_full	KSD
KSD-k141_10852171_full	KSD
KSD-k141_497868_full	KSD
KSD-k141_22003977_full	KSD
KSD-k141_22802695_full	KSD
KSD-k141_9294569_full	KSD
KSD-k141_22004436_full	KSD
KSD-k141_15660676_full	KSD
KSD-k141_11647151_full	KSD
KSD-k141_15661127_full	KSD
KSD-k141_11647525_full	KSD
KSD-k141_14873361_full	KSD
KSD-k141_1296515_full	KSD
KSD-k141_14076625_full	KSD
KSD-k141_2925826_full	KSD
KSD-k141_17261727_full	KSD
KSD-k141_21211251_full	KSD
KSD-k141_20453610_full	KSD
KSD-k141_17262215_full	KSD
KSD-k141_22006517_full	KSD
KSD-k141_14077672_full	KSD
KSD-k141_19656897_full	KSD
KSD-k141_12456865_full	KSD
KSD-k141_19657423_full	KSD
KSD-k141_10856256_full	KSD
KSD-k141_4491167_full	KSD
KSD-k141_9297991_full	KSD
KSD-k141_2132133_full	KSD
KSD-k141_14078900_full	KSD
KSD-k141_5282643_full	KSD
KSD-k141_19658370_full	KSD
KSD-k141_18817161_full	KSD
KSD-k141_19658404_full	KSD
KSD-k141_1299336_full	KSD
KSD-k141_14079391_full	KSD
KSD-k141_18063193_full	KSD
KSD-k141_15664698_full	KSD
KSD-k141_4492220_full	KSD
KSD-k141_7712088_full	KSD
KSD-k141_1300126_full	KSD
KSD-k141_14080301_full	KSD
KSD-k141_12459381_full	KSD
KSD-k141_15665899_full	KSD
KSD-k141_12459607_full	KSD
KSD-k141_10103509_full	KSD
KSD-k141_11652785_full	KSD
KSD-k141_14081906_full	KSD
KSD-k141_22809402_full	KSD
KSD-k141_11653736_full	KSD
KSD-k141_22809864_full	KSD
KSD-k141_13252157_full	KSD
KSD-k141_9301959_full	KSD
KSD-k141_12461832_full	KSD
KSD-k141_16437556_full	KSD
KSD-k141_11654409_full	KSD
KSD-k141_18821378_full	KSD
KSD-k141_9303085_full	KSD
KSD-k141_2137599_full	KSD
KSD-k141_20460669_full	KSD
KSD-k141_14084182_full	KSD
KSD-k141_22811322_full	KSD
KSD-k141_10861925_full	KSD
KSD-k141_19663903_full	KSD
KSD-k141_18822924_full	KSD
KSD-k141_14882506_full	KSD
KSD-k141_508057_full	KSD
KSD-k141_7717095_full	KSD
KSD-k141_14882679_full	KSD
KSD-k141_12464124_full	KSD
KSD-k141_21219227_full	KSD
KSD-k141_8514507_full	KSD
KSD-k141_14085616_full	KSD
KSD-k141_12464501_full	KSD
KSD-k141_9305186_full	KSD
KSD-k141_23604031_full	KSD
KSD-k141_6922714_full	KSD
KSD-k141_2140013_full	KSD
KSD-k141_3738560_full	KSD
KSD-k141_12465061_full	KSD
KSD-k141_5289498_full	KSD
KSD-k141_18824320_full	KSD
KSD-k141_14086543_full	KSD
KSD-k141_2140405_full	KSD
KSD-k141_10109973_full	KSD
KSD-k141_7719138_full	KSD
KSD-k141_3739957_full	KSD
KSD-k141_1307309_full	KSD
KSD-k141_2141632_full	KSD
KSD-k141_20464766_full	KSD
KSD-k141_15673246_full	KSD
KSD-k141_10111076_full	KSD
KSD-k141_13257625_full	KSD
KSD-k141_18826421_full	KSD
KSD-k141_3741016_full	KSD
KSD-k141_19668268_full	KSD
KSD-k141_13257947_full	KSD
KSD-k141_10866215_full	KSD
KSD-k141_22815711_full	KSD
KSD-k141_6925611_full	KSD
KSD-k141_14886610_full	KSD
KSD-k141_18073174_full	KSD
KSD-k141_23607181_full	KSD
KSD-k141_9308796_full	KSD
KSD-k141_6127609_full	KSD
KSD-k141_23607505_full	KSD
KSD-k141_6127801_full	KSD
KSD-k141_22816628_full	KSD
KSD-k141_16443882_full	KSD
KSD-k141_1309939_full	KSD
KSD-k141_21224200_full	KSD
KSD-k141_6129039_full	KSD
KSD-k141_22817749_full	KSD
KSD-k141_10114115_full	KSD
KSD-k141_10114651_full	KSD
KSD-k141_3744737_full	KSD
KSD-k141_3744774_full	KSD
KSD-k141_17277003_full	KSD
KSD-k141_16446070_full	KSD
KSD-k141_7724357_full	KSD
KSD-k141_8522005_full	KSD
KSD-k141_18076803_full	KSD
KSD-k141_18830655_full	KSD
KSD-k141_14890000_full	KSD
KSD-k141_11663745_full	KSD
KSD-k141_2147206_full	KSD
KSD-k141_22021294_full	KSD
KSD-k141_21226600_full	KSD
KSD-k141_7725299_full	KSD
KSD-k141_3746781_full	KSD
KSD-k141_5297667_full	KSD
KSD-k141_23612231_full	KSD
KSD-k141_14095097_full	KSD
KSD-k141_2149040_full	KSD
KSD-k141_9314405_full	KSD
KSD-k141_16448523_full	KSD
KSD-k141_13263782_full	KSD
KSD-k141_22821554_full	KSD
KSD-k141_2944443_full	KSD
KSD-k141_10118140_full	KSD
KSD-k141_10118293_full	KSD
KSD-k141_12473861_full	KSD
KSD-k141_14096014_full	KSD
KSD-k141_14096035_full	KSD
KSD-k141_8524888_full	KSD
KSD-k141_7727603_full	KSD
KSD-k141_15681159_full	KSD
KSD-k141_10119381_full	KSD
KSD-k141_20473697_full	KSD
KSD-k141_11667467_full	KSD
KSD-k141_10120255_full	KSD
KSD-k141_18835166_full	KSD
KSD-k141_15682659_full	KSD
KSD-k141_11668313_full	KSD
KSD-k141_7730049_full	KSD
KSD-k141_12476131_full	KSD
KSD-k141_17282927_full	KSD
KSD-k141_10121062_full	KSD
KSD-k141_22026616_full	KSD
KSD-k141_4510276_full	KSD
KSD-k141_6935858_full	KSD
KSD-k141_14896415_full	KSD
KSD-k141_7731208_full	KSD
KSD-k141_3752310_full	KSD
KSD-k141_521564_full	KSD
KSD-k141_4511209_full	KSD
KSD-k141_9319430_full	KSD
KSD-k141_18837321_full	KSD
KSD-k141_19679699_full	KSD
KSD-k141_18837532_full	KSD
KSD-k141_21233038_full	KSD
KSD-k141_9319777_full	KSD
KSD-k141_12478191_full	KSD
KSD-k141_18837873_full	KSD
KSD-k141_7732482_full	KSD
KSD-k141_19680410_full	KSD
KSD-k141_2949910_full	KSD
KSD-k141_3753360_full	KSD
KSD-k141_14101028_full	KSD
KSD-k141_17285596_full	KSD
KSD-k141_22029057_full	KSD
KSD-k141_22827507_full	KSD
KSD-k141_2155912_full	KSD
KSD-k141_11671732_full	KSD
KSD-k141_2156279_full	KSD
KSD-k141_7733674_full	KSD
KSD-k141_15687190_full	KSD
KSD-k141_2951279_full	KSD
KSD-k141_17286890_full	KSD
KSD-k141_22828547_full	KSD
KSD-k141_22030597_full	KSD
KSD-k141_16456257_full	KSD
KSD-k141_12480663_full	KSD
KSD-k141_6141602_full	KSD
KSD-k141_6141688_full	KSD
KSD-k141_5306058_full	KSD
KSD-k141_16457179_full	KSD
KSD-k141_526328_full	KSD
KSD-k141_2953762_full	KSD
KSD-k141_6941645_full	KSD
KSD-k141_11674582_full	KSD
KSD-k141_20482602_full	KSD
KSD-k141_12482935_full	KSD
KSD-k141_14105664_full	KSD
KSD-k141_17290279_full	KSD
KSD-k141_14105938_full	KSD
KSD-k141_11675675_full	KSD
KSD-k141_10128783_full	KSD
KSD-k141_17291117_full	KSD
KSD-k141_10883056_full	KSD
KSD-k141_8536116_full	KSD
KSD-k141_4517742_full	KSD
KSD-k141_23623831_full	KSD
KSD-k141_10883619_full	KSD
KSD-k141_8536701_full	KSD
KSD-k141_11677309_full	KSD
KSD-k141_17292377_full	KSD
KSD-k141_2957045_full	KSD
KSD-k141_19687941_full	KSD
KSD-k141_4518944_full	KSD
KSD-k141_2162866_full	KSD
KSD-k141_21240942_full	KSD
KSD-k141_16461247_full	KSD
KSD-k141_2163220_full	KSD
KSD-k141_16461680_full	KSD
KSD-k141_14109126_full	KSD
KSD-k141_9328858_full	KSD
KSD-k141_7741448_full	KSD
KSD-k141_19689264_full	KSD
KSD-k141_7741493_full	KSD
KSD-k141_16462179_full	KSD
KSD-k141_7741546_full	KSD
KSD-k141_7741590_full	KSD
KSD-k141_10885513_full	KSD
KSD-k141_15694607_full	KSD
KSD-k141_14907391_full	KSD
KSD-k141_15695382_full	KSD
KSD-k141_14907875_full	KSD
KSD-k141_2164773_full	KSD
KSD-k141_2164820_full	KSD
KSD-k141_13278613_full	KSD
KSD-k141_14908095_full	KSD
KSD-k141_18095188_full	KSD
KSD-k141_15696136_full	KSD
KSD-k141_22836492_full	KSD
KSD-k141_9330751_full	KSD
KSD-k141_17295667_full	KSD
KSD-k141_17295712_full	KSD
KSD-k141_16463833_full	KSD
KSD-k141_23627358_full	KSD
KSD-k141_13279205_full	KSD
KSD-k141_2165465_full	KSD
KSD-k141_18848235_full	KSD
KSD-k141_8541069_full	KSD
KSD-k141_16464459_full	KSD
KSD-k141_2166031_full	KSD
KSD-k141_5314078_full	KSD
KSD-k141_16465182_full	KSD
KSD-k141_3766372_full	KSD
KSD-k141_14113371_full	KSD
KSD-k141_5314955_full	KSD
KSD-k141_7745697_full	KSD
KSD-k141_22838812_full	KSD
KSD-k141_9333462_full	KSD
KSD-k141_2962590_full	KSD
KSD-k141_18850412_full	KSD
KSD-k141_11683409_full	KSD
KSD-k141_21246893_full	KSD
KSD-k141_13282032_full	KSD
KSD-k141_8544011_full	KSD
KSD-k141_5316019_full	KSD
KSD-k141_6950781_full	KSD
KSD-k141_10890338_full	KSD
KSD-k141_21247381_full	KSD
KSD-k141_5316501_full	KSD
KSD-k141_15700481_full	KSD
KSD-k141_536240_full	KSD
KSD-k141_23631323_full	KSD
KSD-k141_3768683_full	KSD
KSD-k141_14912712_full	KSD
KSD-k141_1333459_full	KSD
KSD-k141_11684577_full	KSD
KSD-k141_10138739_full	KSD
KSD-k141_21248246_full	KSD
KSD-k141_18852207_full	KSD
KSD-k141_11684877_full	KSD
KSD-k141_20493625_full	KSD
KSD-k141_11685634_full	KSD
KSD-k141_6952876_full	KSD
KSD-k141_5318181_full	KSD
KSD-k141_14914124_full	KSD
KSD-k141_6154741_full	KSD
KSD-k141_11685860_full	KSD
KSD-k141_22044009_full	KSD
KSD-k141_538081_full	KSD
KSD-k141_18854022_full	KSD
KSD-k141_6954028_full	KSD
KSD-k141_14914952_full	KSD
KSD-k141_18101918_full	KSD
KSD-k141_12488230_lt2gene	KSD
KSD-k141_1335660_full	KSD
KSD-k141_11686904_full	KSD
KSD-k141_4528461_full	KSD
KSD-k141_3771546_full	KSD
KSD-k141_7750932_full	KSD
KSD-k141_10142004_full	KSD
KSD-k141_19698788_full	KSD
KSD-k141_9338850_full	KSD
KSD-k141_9339051_full	KSD
KSD-k141_11687968_full	KSD
KSD-k141_12496239_full	KSD
KSD-k141_6157376_full	KSD
KSD-k141_15704926_full	KSD
KSD-k141_540523_full	KSD
KSD-k141_7752021_full	KSD
KSD-k141_7752147_full	KSD
KSD-k141_20497355_full	KSD
KSD-k141_2174060_full	KSD
KSD-k141_1337896_full	KSD
KSD-k141_6158131_full	KSD
KSD-k141_6158161_full	KSD
KSD-k141_16472541_full	KSD
KSD-k141_18856700_full	KSD
KSD-k141_13288039_full	KSD
KSD-k141_13288083_full	KSD
KSD-k141_5321986_full	KSD
KSD-k141_8550651_full	KSD
KSD-k141_14918075_full	KSD
KSD-k141_7753382_full	KSD
KSD-k141_17306285_full	KSD
KSD-k141_1339048_full	KSD
KSD-k141_21253985_full	KSD
KSD-k141_23637578_full	KSD
KSD-k141_13289546_full	KSD
KSD-k141_23637852_full	KSD
KSD-k141_18107170_full	KSD
KSD-k141_18858673_full	KSD
KSD-k141_8552237_full	KSD
KSD-k141_1340003_full	KSD
KSD-k141_6959039_full	KSD
KSD-k141_2971579_full	KSD
KSD-k141_2971633_full	KSD
KSD-k141_12499592_full	KSD
KSD-k141_3776872_full	KSD
KSD-k141_10898573_full	KSD
KSD-k141_22050225_full	KSD
KSD-k141_14124286_full	KSD
KSD-k141_10899634_full	KSD
KSD-k141_23639912_full	KSD
KSD-k141_12501949_full	KSD
KSD-k141_2974545_full	KSD
KSD-k141_10900566_full	KSD
KSD-k141_15711639_full	KSD
KSD-k141_18110757_full	KSD
KSD-k141_547324_full	KSD
KSD-k141_10901452_full	KSD
KSD-k141_1343859_full	KSD
KSD-k141_9346981_full	KSD
KSD-k141_16479532_full	KSD
KSD-k141_21259292_full	KSD
KSD-k141_17312587_full	KSD
KSD-k141_6165369_full	KSD
KSD-k141_10902373_full	KSD
KSD-k141_22852766_full	KSD
KSD-k141_12504403_full	KSD
KSD-k141_12504489_full	KSD
KSD-k141_8557944_full	KSD
KSD-k141_548788_full	KSD
KSD-k141_2182388_full	KSD
KSD-k141_20506132_full	KSD
KSD-k141_7760882_full	KSD
KSD-k141_16480557_full	KSD
KSD-k141_17314110_full	KSD
KSD-k141_14926074_full	KSD
KSD-k141_9349280_full	KSD
KSD-k141_17314391_full	KSD
KSD-k141_6167149_full	KSD
KSD-k141_21261343_full	KSD
KSD-k141_17314631_full	KSD
KSD-k141_23644824_full	KSD
KSD-k141_16481565_full	KSD
KSD-k141_18115036_full	KSD
KSD-k141_2979234_full	KSD
KSD-k141_4540324_full	KSD
KSD-k141_22057172_full	KSD
KSD-k141_10154357_full	KSD
KSD-k141_17315722_full	KSD
KSD-k141_2185211_full	KSD
KSD-k141_14131274_full	KSD
KSD-k141_18867178_full	KSD
KSD-k141_2185513_full	KSD
KSD-k141_13298535_full	KSD
KSD-k141_19711929_full	KSD
KSD-k141_19712077_full	KSD
KSD-k141_23646850_full	KSD
KSD-k141_21263403_full	KSD
KSD-k141_19712280_full	KSD
KSD-k141_9351763_full	KSD
KSD-k141_4541865_full	KSD
KSD-k141_20510107_full	KSD
KSD-k141_10156073_full	KSD
KSD-k141_14132758_full	KSD
KSD-k141_4542298_full	KSD
KSD-k141_15718799_full	KSD
KSD-k141_14929714_full	KSD
KSD-k141_13300104_full	KSD
KSD-k141_15718934_full	KSD
KSD-k141_11701260_full	KSD
KSD-k141_5333557_full	KSD
KSD-k141_13300504_full	KSD
KSD-k141_9353327_full	KSD
KSD-k141_11701578_full	KSD
KSD-k141_19713967_full	KSD
KSD-k141_13300710_full	KSD
KSD-k141_2188157_full	KSD
KSD-k141_6970853_full	KSD
KSD-k141_6171724_full	KSD
KSD-k141_22060823_full	KSD
KSD-k141_1350801_full	KSD
KSD-k141_7766854_full	KSD
KSD-k141_20512508_full	KSD
KSD-k141_16486135_full	KSD
KSD-k141_15720640_full	KSD
KSD-k141_22859744_full	KSD
KSD-k141_7767711_full	KSD
KSD-k141_21266590_full	KSD
KSD-k141_18870951_full	KSD
KSD-k141_14932430_full	KSD
KSD-k141_1352112_full	KSD
KSD-k141_18871335_full	KSD
KSD-k141_22062213_full	KSD
KSD-k141_20513923_full	KSD
KSD-k141_16487607_full	KSD
KSD-k141_18871867_full	KSD
KSD-k141_1353120_full	KSD
KSD-k141_8567133_full	KSD
KSD-k141_557505_full	KSD
KSD-k141_15723364_full	KSD
KSD-k141_22063707_full	KSD
KSD-k141_22064026_full	KSD
KSD-k141_2192216_full	KSD
KSD-k141_15723775_full	KSD
KSD-k141_5338337_full	KSD
KSD-k141_2193178_full	KSD
KSD-k141_10162608_full	KSD
KSD-k141_5338774_full	KSD
KSD-k141_14139229_full	KSD
KSD-k141_15725090_full	KSD
KSD-k141_10162866_full	KSD
KSD-k141_8569236_full	KSD
KSD-k141_13306278_full	KSD
KSD-k141_14936488_full	KSD
KSD-k141_6177883_full	KSD
KSD-k141_14140263_full	KSD
KSD-k141_6977224_full	KSD
KSD-k141_3794638_full	KSD
KSD-k141_2195080_full	KSD
KSD-k141_14937654_full	KSD
KSD-k141_21271993_full	KSD
KSD-k141_14937804_full	KSD
KSD-k141_13307591_full	KSD
KSD-k141_19721747_full	KSD
KSD-k141_7773608_full	KSD
KSD-k141_10915632_full	KSD
KSD-k141_10165189_full	KSD
KSD-k141_14938382_full	KSD
KSD-k141_7774013_full	KSD
KSD-k141_6180005_full	KSD
KSD-k141_6180394_full	KSD
KSD-k141_10916502_full	KSD
KSD-k141_1358449_full	KSD
KSD-k141_9362305_full	KSD
KSD-k141_14939227_full	KSD
KSD-k141_15729061_full	KSD
KSD-k141_562838_full	KSD
KSD-k141_15729492_full	KSD
KSD-k141_15729522_full	KSD
KSD-k141_3797518_full	KSD
KSD-k141_11710983_full	KSD
KSD-k141_20521677_full	KSD
KSD-k141_2993026_full	KSD
KSD-k141_2198305_full	KSD
KSD-k141_16494710_full	KSD
KSD-k141_15730233_full	KSD
KSD-k141_16494816_full	KSD
KSD-k141_11711566_full	KSD
KSD-k141_14940799_full	KSD
KSD-k141_8574223_full	KSD
KSD-k141_564501_full	KSD
KSD-k141_2199197_full	KSD
KSD-k141_6981677_full	KSD
KSD-k141_16495494_full	KSD
KSD-k141_6981828_full	KSD
KSD-k141_3799123_full	KSD
KSD-k141_1361095_full	KSD
KSD-k141_1361420_full	KSD
KSD-k141_19726362_full	KSD
KSD-k141_8575537_full	KSD
KSD-k141_15731985_full	KSD
KSD-k141_13311987_full	KSD
KSD-k141_1361666_full	KSD
KSD-k141_18131210_full	KSD
KSD-k141_8575995_full	KSD
KSD-k141_7778665_full	KSD
KSD-k141_23660664_full	KSD
KSD-k141_9366596_full	KSD
KSD-k141_11714103_full	KSD
KSD-k141_6180966_lt2gene	KSD
KSD-k141_14147362_full	KSD
KSD-k141_2201684_full	KSD
KSD-k141_5346630_full	KSD
KSD-k141_14944011_full	KSD
KSD-k141_22871703_full	KSD
KSD-k141_11714665_full	KSD
KSD-k141_6185766_full	KSD
KSD-k141_6185853_full	KSD
KSD-k141_22872185_full	KSD
KSD-k141_22073789_full	KSD
KSD-k141_22073972_full	KSD
KSD-k141_1364233_full	KSD
KSD-k141_14148607_full	KSD
KSD-k141_17333764_full	KSD
KSD-k141_6986081_full	KSD
KSD-k141_8579370_full	KSD
KSD-k141_1365125_full	KSD
KSD-k141_8579727_full	KSD
KSD-k141_14946337_full	KSD
KSD-k141_2204045_full	KSD
KSD-k141_21280560_full	KSD
KSD-k141_18135638_full	KSD
KSD-k141_6987463_full	KSD
KSD-k141_18885546_full	KSD
KSD-k141_3804711_full	KSD
KSD-k141_8581122_full	KSD
KSD-k141_19731733_full	KSD
KSD-k141_21281337_full	KSD
KSD-k141_17336397_full	KSD
KSD-k141_12526608_full	KSD
KSD-k141_9371848_full	KSD
KSD-k141_1368160_full	KSD
KSD-k141_3002122_full	KSD
KSD-k141_6191019_full	KSD
KSD-k141_18887719_full	KSD
KSD-k141_14949792_full	KSD
KSD-k141_16503964_full	KSD
KSD-k141_14950374_full	KSD
KSD-k141_14154005_full	KSD
KSD-k141_17339092_full	KSD
KSD-k141_10927578_full	KSD
KSD-k141_12529118_full	KSD
KSD-k141_20532744_full	KSD
KSD-k141_3808135_full	KSD
KSD-k141_1369764_full	KSD
KSD-k141_14951184_full	KSD
KSD-k141_15740908_full	KSD
KSD-k141_1369981_full	KSD
KSD-k141_5353374_full	KSD
KSD-k141_18889274_full	KSD
KSD-k141_17339781_full	KSD
KSD-k141_10178549_full	KSD
KSD-k141_2209724_full	KSD
KSD-k141_1370797_full	KSD
KSD-k141_13321166_full	KSD
KSD-k141_5354452_full	KSD
KSD-k141_16506606_full	KSD
KSD-k141_21286074_full	KSD
KSD-k141_21286143_full	KSD
KSD-k141_18891178_full	KSD
KSD-k141_12531456_full	KSD
KSD-k141_13322609_full	KSD
KSD-k141_6994387_full	KSD
KSD-k141_16507511_full	KSD
KSD-k141_6994593_full	KSD
KSD-k141_14954537_full	KSD
KSD-k141_11724412_full	KSD
KSD-k141_10182579_full	KSD
KSD-k141_18144229_full	KSD
KSD-k141_7791708_full	KSD
KSD-k141_22882847_full	KSD
KSD-k141_1374244_full	KSD
KSD-k141_18893592_full	KSD
KSD-k141_13324824_full	KSD
KSD-k141_18145011_full	KSD
KSD-k141_10183721_full	KSD
KSD-k141_5358011_full	KSD
KSD-k141_10183806_full	KSD
KSD-k141_14160194_full	KSD
KSD-k141_15746332_full	KSD
KSD-k141_3814187_full	KSD
KSD-k141_13325431_full	KSD
KSD-k141_2214878_full	KSD
KSD-k141_22883756_full	KSD
KSD-k141_16510401_full	KSD
KSD-k141_22085046_full	KSD
KSD-k141_11726811_full	KSD
KSD-k141_15747119_full	KSD
KSD-k141_22085195_full	KSD
KSD-k141_11726916_full	KSD
KSD-k141_15747336_full	KSD
KSD-k141_14957731_full	KSD
KSD-k141_22884615_full	KSD
KSD-k141_22884704_full	KSD
KSD-k141_3010939_full	KSD
KSD-k141_16511574_full	KSD
KSD-k141_10934959_full	KSD
KSD-k141_14162079_full	KSD
KSD-k141_3011056_full	KSD
KSD-k141_1371150_lt2gene	KSD
KSD-k141_20540591_full	KSD
KSD-k141_17347333_full	KSD
KSD-k141_22885597_full	KSD
KSD-k141_6999796_full	KSD
KSD-k141_15748977_full	KSD
KSD-k141_18896711_full	KSD
KSD-k141_14959234_full	KSD
KSD-k141_2217136_full	KSD
KSD-k141_18897049_full	KSD
KSD-k141_1377774_full	KSD
KSD-k141_4570811_full	KSD
KSD-k141_582077_full	KSD
KSD-k141_20541995_full	KSD
KSD-k141_7001207_full	KSD
KSD-k141_17349435_full	KSD
KSD-k141_4571844_full	KSD
KSD-k141_4571987_full	KSD
KSD-k141_18150437_full	KSD
KSD-k141_14962029_full	KSD
KSD-k141_10189625_full	KSD
KSD-k141_6204507_full	KSD
KSD-k141_18900157_full	KSD
KSD-k141_7798986_full	KSD
KSD-k141_14166998_full	KSD
KSD-k141_5364351_full	KSD
KSD-k141_17351908_full	KSD
KSD-k141_20544991_full	KSD
KSD-k141_18900493_full	KSD
KSD-k141_18152167_full	KSD
KSD-k141_19747424_full	KSD
KSD-k141_585409_full	KSD
KSD-k141_585559_full	KSD
KSD-k141_5365448_full	KSD
KSD-k141_20546241_full	KSD
KSD-k141_15755030_full	KSD
KSD-k141_10192520_full	KSD
KSD-k141_21296780_full	KSD
KSD-k141_11734233_full	KSD
KSD-k141_3823009_full	KSD
KSD-k141_13333534_full	KSD
KSD-k141_18154433_full	KSD
KSD-k141_3823327_full	KSD
KSD-k141_1383510_full	KSD
KSD-k141_13333861_full	KSD
KSD-k141_16518925_full	KSD
KSD-k141_9389503_full	KSD
KSD-k141_10942592_full	KSD
KSD-k141_1383706_full	KSD
KSD-k141_7802433_full	KSD
KSD-k141_3019176_full	KSD
KSD-k141_22093448_full	KSD
KSD-k141_12543758_full	KSD
KSD-k141_1383972_full	KSD
KSD-k141_8600284_full	KSD
KSD-k141_18903446_full	KSD
KSD-k141_14966879_full	KSD
KSD-k141_19750747_full	KSD
KSD-k141_10943590_full	KSD
KSD-k141_22094326_full	KSD
KSD-k141_20549572_full	KSD
KSD-k141_12544994_full	KSD
KSD-k141_10195442_full	KSD
KSD-k141_3020977_full	KSD
KSD-k141_4578545_full	KSD
KSD-k141_10944877_full	KSD
KSD-k141_5369373_full	KSD
KSD-k141_8602588_full	KSD
KSD-k141_6211031_full	KSD
KSD-k141_20551151_full	KSD
KSD-k141_23684981_full	KSD
KSD-k141_14969360_full	KSD
KSD-k141_22895022_full	KSD
KSD-k141_22096402_full	KSD
KSD-k141_6211329_full	KSD
KSD-k141_8603430_full	KSD
KSD-k141_18906578_full	KSD
KSD-k141_19753866_full	KSD
KSD-k141_7806169_full	KSD
KSD-k141_15760575_full	KSD
KSD-k141_12547501_full	KSD
KSD-k141_7806908_full	KSD
KSD-k141_18907769_full	KSD
KSD-k141_13338760_full	KSD
KSD-k141_15761507_full	KSD
KSD-k141_4581612_full	KSD
KSD-k141_23686985_full	KSD
KSD-k141_3024174_full	KSD
KSD-k141_592922_full	KSD
KSD-k141_15762170_full	KSD
KSD-k141_15762193_full	KSD
KSD-k141_12548976_full	KSD
KSD-k141_3024760_full	KSD
KSD-k141_9395479_full	KSD
KSD-k141_6214458_full	KSD
KSD-k141_17361193_full	KSD
KSD-k141_17361337_full	KSD
KSD-k141_3025221_full	KSD
KSD-k141_16525355_full	KSD
KSD-k141_18909411_full	KSD
KSD-k141_9396193_full	KSD
KSD-k141_9396237_full	KSD
KSD-k141_22898613_full	KSD
KSD-k141_22099902_full	KSD
KSD-k141_15763304_full	KSD
KSD-k141_23688523_full	KSD
KSD-k141_15763578_full	KSD
KSD-k141_594517_full	KSD
KSD-k141_3831082_full	KSD
KSD-k141_10949938_full	KSD
KSD-k141_13341217_full	KSD
KSD-k141_8607586_full	KSD
KSD-k141_5374773_full	KSD
KSD-k141_5374845_full	KSD
KSD-k141_22100992_full	KSD
KSD-k141_6216539_full	KSD
KSD-k141_22101149_full	KSD
KSD-k141_13342023_full	KSD
KSD-k141_12551490_full	KSD
KSD-k141_2232401_full	KSD
KSD-k141_3027249_full	KSD
KSD-k141_9398254_full	KSD
KSD-k141_20557350_full	KSD
KSD-k141_15765628_full	KSD
KSD-k141_3028149_full	KSD
KSD-k141_23690882_full	KSD
KSD-k141_1392870_full	KSD
KSD-k141_22901397_full	KSD
KSD-k141_10204064_full	KSD
KSD-k141_12553048_full	KSD
KSD-k141_1393337_full	KSD
KSD-k141_21307561_full	KSD
KSD-k141_8610360_full	KSD
KSD-k141_2234233_full	KSD
KSD-k141_17365347_full	KSD
KSD-k141_5377167_full	KSD
KSD-k141_12553458_full	KSD
KSD-k141_19760521_full	KSD
KSD-k141_10204808_full	KSD
KSD-k141_10204856_full	KSD
KSD-k141_12553923_full	KSD
KSD-k141_18166426_full	KSD
KSD-k141_22902637_full	KSD
KSD-k141_22104156_full	KSD
KSD-k141_10953886_full	KSD
KSD-k141_9400981_full	KSD
KSD-k141_10205794_full	KSD
KSD-k141_14182069_full	KSD
KSD-k141_17366928_full	KSD
KSD-k141_3835666_full	KSD
KSD-k141_14182652_full	KSD
KSD-k141_16530699_full	KSD
KSD-k141_22903870_full	KSD
